"GEOID","tract","county","state","variable","indicator","value"
"28059040101","Census Tract 401.01","Jackson County","Mississippi","B02001_003","moe",561
"28059040102","Census Tract 401.02","Jackson County","Mississippi","B02001_001","moe",836
"28059040102","Census Tract 401.02","Jackson County","Mississippi","B02001_003","moe",26
"28059040201","Census Tract 402.01","Jackson County","Mississippi","B02001_001","moe",1220
"28059040201","Census Tract 402.01","Jackson County","Mississippi","B02001_003","moe",121
"28059040203","Census Tract 402.03","Jackson County","Mississippi","B02001_001","moe",613
"28059040203","Census Tract 402.03","Jackson County","Mississippi","B02001_003","moe",346
"28059040204","Census Tract 402.04","Jackson County","Mississippi","B02001_001","moe",801
"28059040204","Census Tract 402.04","Jackson County","Mississippi","B02001_003","moe",157
"28059040300","Census Tract 403","Jackson County","Mississippi","B02001_001","moe",893
"28059040300","Census Tract 403","Jackson County","Mississippi","B02001_003","moe",302
"28059040400","Census Tract 404","Jackson County","Mississippi","B02001_001","moe",1048
"28059040400","Census Tract 404","Jackson County","Mississippi","B02001_003","moe",700
"28059040500","Census Tract 405","Jackson County","Mississippi","B02001_001","moe",334
"28059040500","Census Tract 405","Jackson County","Mississippi","B02001_003","moe",161
"28059040600","Census Tract 406","Jackson County","Mississippi","B02001_001","moe",466
"28059040600","Census Tract 406","Jackson County","Mississippi","B02001_003","moe",205
"28059040700","Census Tract 407","Jackson County","Mississippi","B02001_001","moe",554
"28059040700","Census Tract 407","Jackson County","Mississippi","B02001_003","moe",330
"28059040800","Census Tract 408","Jackson County","Mississippi","B02001_001","moe",682
"28059040800","Census Tract 408","Jackson County","Mississippi","B02001_003","moe",501
"28059040900","Census Tract 409","Jackson County","Mississippi","B02001_001","moe",1015
"28059040900","Census Tract 409","Jackson County","Mississippi","B02001_003","moe",709
"28059041000","Census Tract 410","Jackson County","Mississippi","B02001_001","moe",667
"28059041000","Census Tract 410","Jackson County","Mississippi","B02001_003","moe",575
"28059041100","Census Tract 411","Jackson County","Mississippi","B02001_001","moe",660
"28059041100","Census Tract 411","Jackson County","Mississippi","B02001_003","moe",652
"28059041300","Census Tract 413","Jackson County","Mississippi","B02001_001","moe",649
"28059041300","Census Tract 413","Jackson County","Mississippi","B02001_003","moe",270
"28059041400","Census Tract 414","Jackson County","Mississippi","B02001_001","moe",316
"28059041400","Census Tract 414","Jackson County","Mississippi","B02001_003","moe",280
"28059041500","Census Tract 415","Jackson County","Mississippi","B02001_001","moe",160
"28059041500","Census Tract 415","Jackson County","Mississippi","B02001_003","moe",147
"28059041600","Census Tract 416","Jackson County","Mississippi","B02001_001","moe",284
"28059041600","Census Tract 416","Jackson County","Mississippi","B02001_003","moe",300
"28059041700","Census Tract 417","Jackson County","Mississippi","B02001_001","moe",238
"28059041700","Census Tract 417","Jackson County","Mississippi","B02001_003","moe",240
"28059041800","Census Tract 418","Jackson County","Mississippi","B02001_001","moe",350
"28059041800","Census Tract 418","Jackson County","Mississippi","B02001_003","moe",360
"28059041900","Census Tract 419","Jackson County","Mississippi","B02001_001","moe",338
"28059041900","Census Tract 419","Jackson County","Mississippi","B02001_003","moe",285
"28059042000","Census Tract 420","Jackson County","Mississippi","B02001_001","moe",409
"28059042000","Census Tract 420","Jackson County","Mississippi","B02001_003","moe",339
"28059042100","Census Tract 421","Jackson County","Mississippi","B02001_001","moe",465
"28059042100","Census Tract 421","Jackson County","Mississippi","B02001_003","moe",372
"28059042200","Census Tract 422","Jackson County","Mississippi","B02001_001","moe",499
"28059042200","Census Tract 422","Jackson County","Mississippi","B02001_003","moe",380
"28059042500","Census Tract 425","Jackson County","Mississippi","B02001_001","moe",218
"28059042500","Census Tract 425","Jackson County","Mississippi","B02001_003","moe",169
"28059042600","Census Tract 426","Jackson County","Mississippi","B02001_001","moe",382
"28059042600","Census Tract 426","Jackson County","Mississippi","B02001_003","moe",177
"28059042700","Census Tract 427","Jackson County","Mississippi","B02001_001","moe",228
"28059042700","Census Tract 427","Jackson County","Mississippi","B02001_003","moe",95
"28059042900","Census Tract 429","Jackson County","Mississippi","B02001_001","moe",257
"28059042900","Census Tract 429","Jackson County","Mississippi","B02001_003","moe",164
"28059990000","Census Tract 9900","Jackson County","Mississippi","B02001_001","moe",12
"28059990000","Census Tract 9900","Jackson County","Mississippi","B02001_003","moe",12
"28061950100","Census Tract 9501","Jasper County","Mississippi","B02001_001","moe",439
"28061950100","Census Tract 9501","Jasper County","Mississippi","B02001_003","moe",450
"28061950200","Census Tract 9502","Jasper County","Mississippi","B02001_001","moe",247
"28061950200","Census Tract 9502","Jasper County","Mississippi","B02001_003","moe",240
"28061950300","Census Tract 9503","Jasper County","Mississippi","B02001_001","moe",417
"28061950300","Census Tract 9503","Jasper County","Mississippi","B02001_003","moe",395
"28061950400","Census Tract 9504","Jasper County","Mississippi","B02001_001","moe",427
"28061950400","Census Tract 9504","Jasper County","Mississippi","B02001_003","moe",407
"28063950100","Census Tract 9501","Jefferson County","Mississippi","B02001_001","moe",277
"28063950100","Census Tract 9501","Jefferson County","Mississippi","B02001_003","moe",277
"28063950200","Census Tract 9502","Jefferson County","Mississippi","B02001_001","moe",277
"28063950200","Census Tract 9502","Jefferson County","Mississippi","B02001_003","moe",275
"28065950100","Census Tract 9501","Jefferson Davis County","Mississippi","B02001_001","moe",457
"28065950100","Census Tract 9501","Jefferson Davis County","Mississippi","B02001_003","moe",433
"28065950201","Census Tract 9502.01","Jefferson Davis County","Mississippi","B02001_001","moe",398
"28065950201","Census Tract 9502.01","Jefferson Davis County","Mississippi","B02001_003","moe",337
"28065950202","Census Tract 9502.02","Jefferson Davis County","Mississippi","B02001_001","moe",413
"28065950202","Census Tract 9502.02","Jefferson Davis County","Mississippi","B02001_003","moe",412
"28067950100","Census Tract 9501","Jones County","Mississippi","B02001_001","moe",677
"28067950100","Census Tract 9501","Jones County","Mississippi","B02001_003","moe",530
"28067950200","Census Tract 9502","Jones County","Mississippi","B02001_001","moe",571
"28067950200","Census Tract 9502","Jones County","Mississippi","B02001_003","moe",346
"28067950301","Census Tract 9503.01","Jones County","Mississippi","B02001_001","moe",511
"28067950301","Census Tract 9503.01","Jones County","Mississippi","B02001_003","moe",261
"28067950302","Census Tract 9503.02","Jones County","Mississippi","B02001_001","moe",509
"28067950302","Census Tract 9503.02","Jones County","Mississippi","B02001_003","moe",125
"28067950401","Census Tract 9504.01","Jones County","Mississippi","B02001_001","moe",376
"28067950401","Census Tract 9504.01","Jones County","Mississippi","B02001_003","moe",314
"28067950402","Census Tract 9504.02","Jones County","Mississippi","B02001_001","moe",719
"28067950402","Census Tract 9504.02","Jones County","Mississippi","B02001_003","moe",598
"28067950500","Census Tract 9505","Jones County","Mississippi","B02001_001","moe",448
"28067950500","Census Tract 9505","Jones County","Mississippi","B02001_003","moe",517
"28067950600","Census Tract 9506","Jones County","Mississippi","B02001_001","moe",681
"28067950600","Census Tract 9506","Jones County","Mississippi","B02001_003","moe",623
"28067950700","Census Tract 9507","Jones County","Mississippi","B02001_001","moe",536
"28067950700","Census Tract 9507","Jones County","Mississippi","B02001_003","moe",510
"28067950800","Census Tract 9508","Jones County","Mississippi","B02001_001","moe",504
"28067950800","Census Tract 9508","Jones County","Mississippi","B02001_003","moe",271
"28067950900","Census Tract 9509","Jones County","Mississippi","B02001_001","moe",641
"28067950900","Census Tract 9509","Jones County","Mississippi","B02001_003","moe",196
"28067951000","Census Tract 9510","Jones County","Mississippi","B02001_001","moe",279
"28067951000","Census Tract 9510","Jones County","Mississippi","B02001_003","moe",192
"28067951100","Census Tract 9511","Jones County","Mississippi","B02001_001","moe",975
"28067951100","Census Tract 9511","Jones County","Mississippi","B02001_003","moe",480
"28067980000","Census Tract 9800","Jones County","Mississippi","B02001_001","moe",12
"28067980000","Census Tract 9800","Jones County","Mississippi","B02001_003","moe",12
"28069030100","Census Tract 301","Kemper County","Mississippi","B02001_001","moe",403
"28069030100","Census Tract 301","Kemper County","Mississippi","B02001_003","moe",316
"28069030200","Census Tract 302","Kemper County","Mississippi","B02001_001","moe",403
"28069030200","Census Tract 302","Kemper County","Mississippi","B02001_003","moe",328
"28071950100","Census Tract 9501","Lafayette County","Mississippi","B02001_001","moe",415
"28071950100","Census Tract 9501","Lafayette County","Mississippi","B02001_003","moe",320
"28071950201","Census Tract 9502.01","Lafayette County","Mississippi","B02001_001","moe",415
"28071950201","Census Tract 9502.01","Lafayette County","Mississippi","B02001_003","moe",400
"28071950202","Census Tract 9502.02","Lafayette County","Mississippi","B02001_001","moe",624
"28071950202","Census Tract 9502.02","Lafayette County","Mississippi","B02001_003","moe",442
"28071950301","Census Tract 9503.01","Lafayette County","Mississippi","B02001_001","moe",455
"28071950301","Census Tract 9503.01","Lafayette County","Mississippi","B02001_003","moe",275
"28071950302","Census Tract 9503.02","Lafayette County","Mississippi","B02001_001","moe",586
"28071950302","Census Tract 9503.02","Lafayette County","Mississippi","B02001_003","moe",515
"28071950401","Census Tract 9504.01","Lafayette County","Mississippi","B02001_001","moe",807
"28071950401","Census Tract 9504.01","Lafayette County","Mississippi","B02001_003","moe",568
"28071950402","Census Tract 9504.02","Lafayette County","Mississippi","B02001_001","moe",411
"28071950402","Census Tract 9504.02","Lafayette County","Mississippi","B02001_003","moe",286
"28071950501","Census Tract 9505.01","Lafayette County","Mississippi","B02001_001","moe",554
"28071950501","Census Tract 9505.01","Lafayette County","Mississippi","B02001_003","moe",215
"28071950502","Census Tract 9505.02","Lafayette County","Mississippi","B02001_001","moe",275
"28071950502","Census Tract 9505.02","Lafayette County","Mississippi","B02001_003","moe",183
"28071950503","Census Tract 9505.03","Lafayette County","Mississippi","B02001_001","moe",692
"28071950503","Census Tract 9505.03","Lafayette County","Mississippi","B02001_003","moe",513
"28073020100","Census Tract 201","Lamar County","Mississippi","B02001_001","moe",683
"28073020100","Census Tract 201","Lamar County","Mississippi","B02001_003","moe",271
"28073020201","Census Tract 202.01","Lamar County","Mississippi","B02001_001","moe",762
"28073020201","Census Tract 202.01","Lamar County","Mississippi","B02001_003","moe",428
"28073020202","Census Tract 202.02","Lamar County","Mississippi","B02001_001","moe",530
"28073020202","Census Tract 202.02","Lamar County","Mississippi","B02001_003","moe",236
"28073020301","Census Tract 203.01","Lamar County","Mississippi","B02001_001","moe",711
"28073020301","Census Tract 203.01","Lamar County","Mississippi","B02001_003","moe",538
"28073020302","Census Tract 203.02","Lamar County","Mississippi","B02001_001","moe",852
"28073020302","Census Tract 203.02","Lamar County","Mississippi","B02001_003","moe",620
"28073020400","Census Tract 204","Lamar County","Mississippi","B02001_001","moe",604
"28073020400","Census Tract 204","Lamar County","Mississippi","B02001_003","moe",190
"28073020500","Census Tract 205","Lamar County","Mississippi","B02001_001","moe",928
"28073020500","Census Tract 205","Lamar County","Mississippi","B02001_003","moe",323
"28073020600","Census Tract 206","Lamar County","Mississippi","B02001_001","moe",326
"28073020600","Census Tract 206","Lamar County","Mississippi","B02001_003","moe",200
"28075000200","Census Tract 2","Lauderdale County","Mississippi","B02001_001","moe",427
"28075000200","Census Tract 2","Lauderdale County","Mississippi","B02001_003","moe",454
"28075000300","Census Tract 3","Lauderdale County","Mississippi","B02001_001","moe",243
"28075000300","Census Tract 3","Lauderdale County","Mississippi","B02001_003","moe",242
"28075000400","Census Tract 4","Lauderdale County","Mississippi","B02001_001","moe",640
"28075000400","Census Tract 4","Lauderdale County","Mississippi","B02001_003","moe",606
"28075000600","Census Tract 6","Lauderdale County","Mississippi","B02001_001","moe",338
"28075000600","Census Tract 6","Lauderdale County","Mississippi","B02001_003","moe",343
"28075000700","Census Tract 7","Lauderdale County","Mississippi","B02001_001","moe",473
"28075000700","Census Tract 7","Lauderdale County","Mississippi","B02001_003","moe",467
"28075000800","Census Tract 8","Lauderdale County","Mississippi","B02001_001","moe",318
"28075000800","Census Tract 8","Lauderdale County","Mississippi","B02001_003","moe",263
"28075000900","Census Tract 9","Lauderdale County","Mississippi","B02001_001","moe",515
"28075000900","Census Tract 9","Lauderdale County","Mississippi","B02001_003","moe",523
"28075001000","Census Tract 10","Lauderdale County","Mississippi","B02001_001","moe",446
"28075001000","Census Tract 10","Lauderdale County","Mississippi","B02001_003","moe",290
"28075001101","Census Tract 11.01","Lauderdale County","Mississippi","B02001_001","moe",504
"28075001101","Census Tract 11.01","Lauderdale County","Mississippi","B02001_003","moe",219
"28075001102","Census Tract 11.02","Lauderdale County","Mississippi","B02001_001","moe",348
"28075001102","Census Tract 11.02","Lauderdale County","Mississippi","B02001_003","moe",392
"28075010201","Census Tract 102.01","Lauderdale County","Mississippi","B02001_001","moe",709
"28075010201","Census Tract 102.01","Lauderdale County","Mississippi","B02001_003","moe",741
"28075010202","Census Tract 102.02","Lauderdale County","Mississippi","B02001_001","moe",548
"28075010202","Census Tract 102.02","Lauderdale County","Mississippi","B02001_003","moe",419
"28075010301","Census Tract 103.01","Lauderdale County","Mississippi","B02001_001","moe",625
"28075010301","Census Tract 103.01","Lauderdale County","Mississippi","B02001_003","moe",164
"28075010302","Census Tract 103.02","Lauderdale County","Mississippi","B02001_001","moe",737
"28075010302","Census Tract 103.02","Lauderdale County","Mississippi","B02001_003","moe",578
"28075010400","Census Tract 104","Lauderdale County","Mississippi","B02001_001","moe",265
"28075010400","Census Tract 104","Lauderdale County","Mississippi","B02001_003","moe",143
"28075010500","Census Tract 105","Lauderdale County","Mississippi","B02001_001","moe",653
"28075010500","Census Tract 105","Lauderdale County","Mississippi","B02001_003","moe",97
"28075010600","Census Tract 106","Lauderdale County","Mississippi","B02001_001","moe",748
"28075010600","Census Tract 106","Lauderdale County","Mississippi","B02001_003","moe",368
"28075010700","Census Tract 107","Lauderdale County","Mississippi","B02001_001","moe",216
"28075010700","Census Tract 107","Lauderdale County","Mississippi","B02001_003","moe",196
"28075980000","Census Tract 9800","Lauderdale County","Mississippi","B02001_001","moe",37
"28075980000","Census Tract 9800","Lauderdale County","Mississippi","B02001_003","moe",36
"28077960100","Census Tract 9601","Lawrence County","Mississippi","B02001_001","moe",333
"28077960100","Census Tract 9601","Lawrence County","Mississippi","B02001_003","moe",226
"28077960200","Census Tract 9602","Lawrence County","Mississippi","B02001_001","moe",364
"28077960200","Census Tract 9602","Lawrence County","Mississippi","B02001_003","moe",286
"28077960300","Census Tract 9603","Lawrence County","Mississippi","B02001_001","moe",307
"28077960300","Census Tract 9603","Lawrence County","Mississippi","B02001_003","moe",148
"28079040100","Census Tract 401","Leake County","Mississippi","B02001_001","moe",356
"28079040100","Census Tract 401","Leake County","Mississippi","B02001_003","moe",253
"28079040400","Census Tract 404","Leake County","Mississippi","B02001_001","moe",455
"28079040400","Census Tract 404","Leake County","Mississippi","B02001_003","moe",350
"28079040500","Census Tract 405","Leake County","Mississippi","B02001_001","moe",319
"28079040500","Census Tract 405","Leake County","Mississippi","B02001_003","moe",248
"28079040600","Census Tract 406","Leake County","Mississippi","B02001_001","moe",285
"28079040600","Census Tract 406","Leake County","Mississippi","B02001_003","moe",319
"28079040700","Census Tract 407","Leake County","Mississippi","B02001_001","moe",468
"28079040700","Census Tract 407","Leake County","Mississippi","B02001_003","moe",373
"28081950101","Census Tract 9501.01","Lee County","Mississippi","B02001_001","moe",425
"28081950101","Census Tract 9501.01","Lee County","Mississippi","B02001_003","moe",193
"28081950102","Census Tract 9501.02","Lee County","Mississippi","B02001_001","moe",548
"28081950102","Census Tract 9501.02","Lee County","Mississippi","B02001_003","moe",236
"28081950201","Census Tract 9502.01","Lee County","Mississippi","B02001_001","moe",687
"28081950201","Census Tract 9502.01","Lee County","Mississippi","B02001_003","moe",369
"28081950202","Census Tract 9502.02","Lee County","Mississippi","B02001_001","moe",653
"28081950202","Census Tract 9502.02","Lee County","Mississippi","B02001_003","moe",265
"28081950301","Census Tract 9503.01","Lee County","Mississippi","B02001_001","moe",434
"28081950301","Census Tract 9503.01","Lee County","Mississippi","B02001_003","moe",152
"28081950302","Census Tract 9503.02","Lee County","Mississippi","B02001_001","moe",331
"28081950302","Census Tract 9503.02","Lee County","Mississippi","B02001_003","moe",153
"28081950401","Census Tract 9504.01","Lee County","Mississippi","B02001_001","moe",429
"28081950401","Census Tract 9504.01","Lee County","Mississippi","B02001_003","moe",395
"28081950402","Census Tract 9504.02","Lee County","Mississippi","B02001_001","moe",591
"28081950402","Census Tract 9504.02","Lee County","Mississippi","B02001_003","moe",308
"28081950500","Census Tract 9505","Lee County","Mississippi","B02001_001","moe",459
"28081950500","Census Tract 9505","Lee County","Mississippi","B02001_003","moe",366
"28081950601","Census Tract 9506.01","Lee County","Mississippi","B02001_001","moe",477
"28081950601","Census Tract 9506.01","Lee County","Mississippi","B02001_003","moe",472
"28081950602","Census Tract 9506.02","Lee County","Mississippi","B02001_001","moe",364
"28081950602","Census Tract 9506.02","Lee County","Mississippi","B02001_003","moe",377
"28081950700","Census Tract 9507","Lee County","Mississippi","B02001_001","moe",381
"28081950700","Census Tract 9507","Lee County","Mississippi","B02001_003","moe",294
"28081950800","Census Tract 9508","Lee County","Mississippi","B02001_001","moe",314
"28081950800","Census Tract 9508","Lee County","Mississippi","B02001_003","moe",345
"28081950901","Census Tract 9509.01","Lee County","Mississippi","B02001_001","moe",244
"28081950901","Census Tract 9509.01","Lee County","Mississippi","B02001_003","moe",191
"28081950902","Census Tract 9509.02","Lee County","Mississippi","B02001_001","moe",366
"28081950902","Census Tract 9509.02","Lee County","Mississippi","B02001_003","moe",346
"28081951001","Census Tract 9510.01","Lee County","Mississippi","B02001_001","moe",352
"28081951001","Census Tract 9510.01","Lee County","Mississippi","B02001_003","moe",239
"28081951002","Census Tract 9510.02","Lee County","Mississippi","B02001_001","moe",201
"28081951002","Census Tract 9510.02","Lee County","Mississippi","B02001_003","moe",287
"28081951100","Census Tract 9511","Lee County","Mississippi","B02001_001","moe",541
"28081951100","Census Tract 9511","Lee County","Mississippi","B02001_003","moe",357
"28081980000","Census Tract 9800","Lee County","Mississippi","B02001_001","moe",12
"28081980000","Census Tract 9800","Lee County","Mississippi","B02001_003","moe",12
"28083950100","Census Tract 9501","Leflore County","Mississippi","B02001_001","moe",201
"28083950100","Census Tract 9501","Leflore County","Mississippi","B02001_003","moe",117
"28083950200","Census Tract 9502","Leflore County","Mississippi","B02001_001","moe",351
"28083950200","Census Tract 9502","Leflore County","Mississippi","B02001_003","moe",315
"28083950300","Census Tract 9503","Leflore County","Mississippi","B02001_001","moe",366
"28083950300","Census Tract 9503","Leflore County","Mississippi","B02001_003","moe",389
"28083950400","Census Tract 9504","Leflore County","Mississippi","B02001_001","moe",401
"28083950400","Census Tract 9504","Leflore County","Mississippi","B02001_003","moe",398
"28083950600","Census Tract 9506","Leflore County","Mississippi","B02001_001","moe",413
"28083950600","Census Tract 9506","Leflore County","Mississippi","B02001_003","moe",472
"28083950700","Census Tract 9507","Leflore County","Mississippi","B02001_001","moe",323
"28083950700","Census Tract 9507","Leflore County","Mississippi","B02001_003","moe",246
"28083950800","Census Tract 9508","Leflore County","Mississippi","B02001_001","moe",412
"28083950800","Census Tract 9508","Leflore County","Mississippi","B02001_003","moe",426
"28083950900","Census Tract 9509","Leflore County","Mississippi","B02001_001","moe",423
"28083950900","Census Tract 9509","Leflore County","Mississippi","B02001_003","moe",431
"28085950100","Census Tract 9501","Lincoln County","Mississippi","B02001_001","moe",392
"28085950100","Census Tract 9501","Lincoln County","Mississippi","B02001_003","moe",359
"28085950200","Census Tract 9502","Lincoln County","Mississippi","B02001_001","moe",546
"28085950200","Census Tract 9502","Lincoln County","Mississippi","B02001_003","moe",300
"28085950300","Census Tract 9503","Lincoln County","Mississippi","B02001_001","moe",522
"28085950300","Census Tract 9503","Lincoln County","Mississippi","B02001_003","moe",592
"28085950400","Census Tract 9504","Lincoln County","Mississippi","B02001_001","moe",730
"28085950400","Census Tract 9504","Lincoln County","Mississippi","B02001_003","moe",400
"28085950500","Census Tract 9505","Lincoln County","Mississippi","B02001_001","moe",597
"28085950500","Census Tract 9505","Lincoln County","Mississippi","B02001_003","moe",552
"28085950600","Census Tract 9506","Lincoln County","Mississippi","B02001_001","moe",523
"28085950600","Census Tract 9506","Lincoln County","Mississippi","B02001_003","moe",428
"28087000101","Census Tract 1.01","Lowndes County","Mississippi","B02001_001","moe",503
"28087000101","Census Tract 1.01","Lowndes County","Mississippi","B02001_003","moe",210
"28087000102","Census Tract 1.02","Lowndes County","Mississippi","B02001_001","moe",383
"28087000102","Census Tract 1.02","Lowndes County","Mississippi","B02001_003","moe",228
"28087000200","Census Tract 2","Lowndes County","Mississippi","B02001_001","moe",224
"28087000200","Census Tract 2","Lowndes County","Mississippi","B02001_003","moe",63
"28087000300","Census Tract 3","Lowndes County","Mississippi","B02001_001","moe",597
"28087000300","Census Tract 3","Lowndes County","Mississippi","B02001_003","moe",394
"28087000401","Census Tract 4.01","Lowndes County","Mississippi","B02001_001","moe",481
"28087000401","Census Tract 4.01","Lowndes County","Mississippi","B02001_003","moe",390
"28087000403","Census Tract 4.03","Lowndes County","Mississippi","B02001_001","moe",476
"28087000403","Census Tract 4.03","Lowndes County","Mississippi","B02001_003","moe",435
"28087000404","Census Tract 4.04","Lowndes County","Mississippi","B02001_001","moe",297
"28087000404","Census Tract 4.04","Lowndes County","Mississippi","B02001_003","moe",106
"28087000500","Census Tract 5","Lowndes County","Mississippi","B02001_001","moe",462
"28087000500","Census Tract 5","Lowndes County","Mississippi","B02001_003","moe",356
"28087000600","Census Tract 6","Lowndes County","Mississippi","B02001_001","moe",301
"28087000600","Census Tract 6","Lowndes County","Mississippi","B02001_003","moe",311
"28087000700","Census Tract 7","Lowndes County","Mississippi","B02001_001","moe",453
"28087000700","Census Tract 7","Lowndes County","Mississippi","B02001_003","moe",427
"28087000800","Census Tract 8","Lowndes County","Mississippi","B02001_001","moe",362
"28087000800","Census Tract 8","Lowndes County","Mississippi","B02001_003","moe",356
"28087000900","Census Tract 9","Lowndes County","Mississippi","B02001_001","moe",590
"28087000900","Census Tract 9","Lowndes County","Mississippi","B02001_003","moe",520
"28087001000","Census Tract 10","Lowndes County","Mississippi","B02001_001","moe",225
"28087001000","Census Tract 10","Lowndes County","Mississippi","B02001_003","moe",138
"28087001100","Census Tract 11","Lowndes County","Mississippi","B02001_001","moe",218
"28087001100","Census Tract 11","Lowndes County","Mississippi","B02001_003","moe",228
"28089030101","Census Tract 301.01","Madison County","Mississippi","B02001_001","moe",433
"28089030101","Census Tract 301.01","Madison County","Mississippi","B02001_003","moe",133
"28089030104","Census Tract 301.04","Madison County","Mississippi","B02001_001","moe",294
"28089030104","Census Tract 301.04","Madison County","Mississippi","B02001_003","moe",187
"28089030105","Census Tract 301.05","Madison County","Mississippi","B02001_001","moe",321
"28089030105","Census Tract 301.05","Madison County","Mississippi","B02001_003","moe",290
"28089030106","Census Tract 301.06","Madison County","Mississippi","B02001_001","moe",491
"28089030106","Census Tract 301.06","Madison County","Mississippi","B02001_003","moe",461
"28089030107","Census Tract 301.07","Madison County","Mississippi","B02001_001","moe",400
"28089030107","Census Tract 301.07","Madison County","Mississippi","B02001_003","moe",340
"28089030108","Census Tract 301.08","Madison County","Mississippi","B02001_001","moe",546
"28089030108","Census Tract 301.08","Madison County","Mississippi","B02001_003","moe",559
"28089030201","Census Tract 302.01","Madison County","Mississippi","B02001_001","moe",688
"28089030201","Census Tract 302.01","Madison County","Mississippi","B02001_003","moe",675
"28089030202","Census Tract 302.02","Madison County","Mississippi","B02001_001","moe",323
"28089030202","Census Tract 302.02","Madison County","Mississippi","B02001_003","moe",178
"28089030203","Census Tract 302.03","Madison County","Mississippi","B02001_001","moe",232
"28089030203","Census Tract 302.03","Madison County","Mississippi","B02001_003","moe",78
"28089030204","Census Tract 302.04","Madison County","Mississippi","B02001_001","moe",267
"28089030204","Census Tract 302.04","Madison County","Mississippi","B02001_003","moe",127
"28089030205","Census Tract 302.05","Madison County","Mississippi","B02001_001","moe",260
"28089030205","Census Tract 302.05","Madison County","Mississippi","B02001_003","moe",118
"28089030206","Census Tract 302.06","Madison County","Mississippi","B02001_001","moe",181
"28089030206","Census Tract 302.06","Madison County","Mississippi","B02001_003","moe",90
"28089030301","Census Tract 303.01","Madison County","Mississippi","B02001_001","moe",346
"28089030301","Census Tract 303.01","Madison County","Mississippi","B02001_003","moe",120
"28089030302","Census Tract 303.02","Madison County","Mississippi","B02001_001","moe",463
"28089030302","Census Tract 303.02","Madison County","Mississippi","B02001_003","moe",403
"28089030400","Census Tract 304","Madison County","Mississippi","B02001_001","moe",800
"28089030400","Census Tract 304","Madison County","Mississippi","B02001_003","moe",739
"28089030500","Census Tract 305","Madison County","Mississippi","B02001_001","moe",713
"28089030500","Census Tract 305","Madison County","Mississippi","B02001_003","moe",748
"28089030600","Census Tract 306","Madison County","Mississippi","B02001_001","moe",437
"28089030600","Census Tract 306","Madison County","Mississippi","B02001_003","moe",402
"28089030700","Census Tract 307","Madison County","Mississippi","B02001_001","moe",181
"28089030700","Census Tract 307","Madison County","Mississippi","B02001_003","moe",155
"28089030800","Census Tract 308","Madison County","Mississippi","B02001_001","moe",321
"28089030800","Census Tract 308","Madison County","Mississippi","B02001_003","moe",307
"28089030900","Census Tract 309","Madison County","Mississippi","B02001_001","moe",641
"28089030900","Census Tract 309","Madison County","Mississippi","B02001_003","moe",595
"28089031000","Census Tract 310","Madison County","Mississippi","B02001_001","moe",229
"28089031000","Census Tract 310","Madison County","Mississippi","B02001_003","moe",240
"28091950100","Census Tract 9501","Marion County","Mississippi","B02001_001","moe",575
"28091950100","Census Tract 9501","Marion County","Mississippi","B02001_003","moe",238
"28091950200","Census Tract 9502","Marion County","Mississippi","B02001_001","moe",414
"28091950200","Census Tract 9502","Marion County","Mississippi","B02001_003","moe",218
"28091950300","Census Tract 9503","Marion County","Mississippi","B02001_001","moe",295
"28091950300","Census Tract 9503","Marion County","Mississippi","B02001_003","moe",283
"28091950400","Census Tract 9504","Marion County","Mississippi","B02001_001","moe",300
"28091950400","Census Tract 9504","Marion County","Mississippi","B02001_003","moe",202
"28091950500","Census Tract 9505","Marion County","Mississippi","B02001_001","moe",431
"28091950500","Census Tract 9505","Marion County","Mississippi","B02001_003","moe",344
"28091950600","Census Tract 9506","Marion County","Mississippi","B02001_001","moe",436
"28091950600","Census Tract 9506","Marion County","Mississippi","B02001_003","moe",266
"28093950100","Census Tract 9501","Marshall County","Mississippi","B02001_001","moe",731
"28093950100","Census Tract 9501","Marshall County","Mississippi","B02001_003","moe",608
"28093950200","Census Tract 9502","Marshall County","Mississippi","B02001_001","moe",735
"28093950200","Census Tract 9502","Marshall County","Mississippi","B02001_003","moe",621
"28093950300","Census Tract 9503","Marshall County","Mississippi","B02001_001","moe",820
"28093950300","Census Tract 9503","Marshall County","Mississippi","B02001_003","moe",748
"28093950401","Census Tract 9504.01","Marshall County","Mississippi","B02001_001","moe",321
"28093950401","Census Tract 9504.01","Marshall County","Mississippi","B02001_003","moe",296
"28093950402","Census Tract 9504.02","Marshall County","Mississippi","B02001_001","moe",305
"28093950402","Census Tract 9504.02","Marshall County","Mississippi","B02001_003","moe",352
"28093950500","Census Tract 9505","Marshall County","Mississippi","B02001_001","moe",644
"28093950500","Census Tract 9505","Marshall County","Mississippi","B02001_003","moe",636
"28095950100","Census Tract 9501","Monroe County","Mississippi","B02001_001","moe",416
"28095950100","Census Tract 9501","Monroe County","Mississippi","B02001_003","moe",147
"28095950200","Census Tract 9502","Monroe County","Mississippi","B02001_001","moe",544
"28095950200","Census Tract 9502","Monroe County","Mississippi","B02001_003","moe",394
"28095950300","Census Tract 9503","Monroe County","Mississippi","B02001_001","moe",302
"28095950300","Census Tract 9503","Monroe County","Mississippi","B02001_003","moe",332
"28095950400","Census Tract 9504","Monroe County","Mississippi","B02001_001","moe",322
