"GEOID","tract","county","state","variable","indicator","value"
"13001950100","Census Tract 9501","Appling County","Georgia","B02001_001","estimate",3144
"13001950100","Census Tract 9501","Appling County","Georgia","B02001_003","estimate",109
"13001950200","Census Tract 9502","Appling County","Georgia","B02001_001","estimate",4622
"13001950200","Census Tract 9502","Appling County","Georgia","B02001_003","estimate",1851
"13001950300","Census Tract 9503","Appling County","Georgia","B02001_001","estimate",4983
"13001950300","Census Tract 9503","Appling County","Georgia","B02001_003","estimate",718
"13001950400","Census Tract 9504","Appling County","Georgia","B02001_001","estimate",1617
"13001950400","Census Tract 9504","Appling County","Georgia","B02001_003","estimate",454
"13001950500","Census Tract 9505","Appling County","Georgia","B02001_001","estimate",4044
"13001950500","Census Tract 9505","Appling County","Georgia","B02001_003","estimate",225
"13003960100","Census Tract 9601","Atkinson County","Georgia","B02001_001","estimate",2176
"13003960100","Census Tract 9601","Atkinson County","Georgia","B02001_003","estimate",449
"13003960200","Census Tract 9602","Atkinson County","Georgia","B02001_001","estimate",4666
"13003960200","Census Tract 9602","Atkinson County","Georgia","B02001_003","estimate",1011
"13003960300","Census Tract 9603","Atkinson County","Georgia","B02001_001","estimate",1426
"13003960300","Census Tract 9603","Atkinson County","Georgia","B02001_003","estimate",36
"13005970100","Census Tract 9701","Bacon County","Georgia","B02001_001","estimate",2891
"13005970100","Census Tract 9701","Bacon County","Georgia","B02001_003","estimate",143
"13005970201","Census Tract 9702.01","Bacon County","Georgia","B02001_001","estimate",4227
"13005970201","Census Tract 9702.01","Bacon County","Georgia","B02001_003","estimate",984
"13005970202","Census Tract 9702.02","Bacon County","Georgia","B02001_001","estimate",4133
"13005970202","Census Tract 9702.02","Bacon County","Georgia","B02001_003","estimate",608
"13007960100","Census Tract 9601","Baker County","Georgia","B02001_001","estimate",2172
"13007960100","Census Tract 9601","Baker County","Georgia","B02001_003","estimate",1036
"13007960200","Census Tract 9602","Baker County","Georgia","B02001_001","estimate",1078
"13007960200","Census Tract 9602","Baker County","Georgia","B02001_003","estimate",311
"13009970100","Census Tract 9701","Baldwin County","Georgia","B02001_001","estimate",5202
"13009970100","Census Tract 9701","Baldwin County","Georgia","B02001_003","estimate",1674
"13009970200","Census Tract 9702","Baldwin County","Georgia","B02001_001","estimate",6277
"13009970200","Census Tract 9702","Baldwin County","Georgia","B02001_003","estimate",2361
"13009970300","Census Tract 9703","Baldwin County","Georgia","B02001_001","estimate",6399
"13009970300","Census Tract 9703","Baldwin County","Georgia","B02001_003","estimate",2500
"13009970400","Census Tract 9704","Baldwin County","Georgia","B02001_001","estimate",4929
"13009970400","Census Tract 9704","Baldwin County","Georgia","B02001_003","estimate",2065
"13009970500","Census Tract 9705","Baldwin County","Georgia","B02001_001","estimate",6409
"13009970500","Census Tract 9705","Baldwin County","Georgia","B02001_003","estimate",2133
"13009970600","Census Tract 9706","Baldwin County","Georgia","B02001_001","estimate",3589
"13009970600","Census Tract 9706","Baldwin County","Georgia","B02001_003","estimate",2250
"13009970701","Census Tract 9707.01","Baldwin County","Georgia","B02001_001","estimate",2837
"13009970701","Census Tract 9707.01","Baldwin County","Georgia","B02001_003","estimate",1658
"13009970702","Census Tract 9707.02","Baldwin County","Georgia","B02001_001","estimate",2398
"13009970702","Census Tract 9707.02","Baldwin County","Georgia","B02001_003","estimate",1366
"13009970800","Census Tract 9708","Baldwin County","Georgia","B02001_001","estimate",7768
"13009970800","Census Tract 9708","Baldwin County","Georgia","B02001_003","estimate",3080
"13011970100","Census Tract 9701","Banks County","Georgia","B02001_001","estimate",5271
"13011970100","Census Tract 9701","Banks County","Georgia","B02001_003","estimate",43
"13011970200","Census Tract 9702","Banks County","Georgia","B02001_001","estimate",4799
"13011970200","Census Tract 9702","Banks County","Georgia","B02001_003","estimate",173
"13011970300","Census Tract 9703","Banks County","Georgia","B02001_001","estimate",4299
"13011970300","Census Tract 9703","Banks County","Georgia","B02001_003","estimate",145
"13011970400","Census Tract 9704","Banks County","Georgia","B02001_001","estimate",3967
"13011970400","Census Tract 9704","Banks County","Georgia","B02001_003","estimate",88
"13013180103","Census Tract 1801.03","Barrow County","Georgia","B02001_001","estimate",4697
"13013180103","Census Tract 1801.03","Barrow County","Georgia","B02001_003","estimate",99
"13013180104","Census Tract 1801.04","Barrow County","Georgia","B02001_001","estimate",2032
"13013180104","Census Tract 1801.04","Barrow County","Georgia","B02001_003","estimate",250
"13013180105","Census Tract 1801.05","Barrow County","Georgia","B02001_001","estimate",2907
"13013180105","Census Tract 1801.05","Barrow County","Georgia","B02001_003","estimate",243
"13013180106","Census Tract 1801.06","Barrow County","Georgia","B02001_001","estimate",2773
"13013180106","Census Tract 1801.06","Barrow County","Georgia","B02001_003","estimate",316
"13013180107","Census Tract 1801.07","Barrow County","Georgia","B02001_001","estimate",3904
"13013180107","Census Tract 1801.07","Barrow County","Georgia","B02001_003","estimate",85
"13013180108","Census Tract 1801.08","Barrow County","Georgia","B02001_001","estimate",2825
"13013180108","Census Tract 1801.08","Barrow County","Georgia","B02001_003","estimate",158
"13013180203","Census Tract 1802.03","Barrow County","Georgia","B02001_001","estimate",3743
"13013180203","Census Tract 1802.03","Barrow County","Georgia","B02001_003","estimate",811
"13013180204","Census Tract 1802.04","Barrow County","Georgia","B02001_001","estimate",3020
"13013180204","Census Tract 1802.04","Barrow County","Georgia","B02001_003","estimate",980
"13013180205","Census Tract 1802.05","Barrow County","Georgia","B02001_001","estimate",4397
"13013180205","Census Tract 1802.05","Barrow County","Georgia","B02001_003","estimate",881
"13013180206","Census Tract 1802.06","Barrow County","Georgia","B02001_001","estimate",2864
"13013180206","Census Tract 1802.06","Barrow County","Georgia","B02001_003","estimate",39
"13013180301","Census Tract 1803.01","Barrow County","Georgia","B02001_001","estimate",2268
"13013180301","Census Tract 1803.01","Barrow County","Georgia","B02001_003","estimate",74
"13013180302","Census Tract 1803.02","Barrow County","Georgia","B02001_001","estimate",5434
"13013180302","Census Tract 1803.02","Barrow County","Georgia","B02001_003","estimate",25
"13013180303","Census Tract 1803.03","Barrow County","Georgia","B02001_001","estimate",4871
"13013180303","Census Tract 1803.03","Barrow County","Georgia","B02001_003","estimate",330
"13013180401","Census Tract 1804.01","Barrow County","Georgia","B02001_001","estimate",5724
"13013180401","Census Tract 1804.01","Barrow County","Georgia","B02001_003","estimate",415
"13013180402","Census Tract 1804.02","Barrow County","Georgia","B02001_001","estimate",6546
"13013180402","Census Tract 1804.02","Barrow County","Georgia","B02001_003","estimate",1677
"13013180501","Census Tract 1805.01","Barrow County","Georgia","B02001_001","estimate",5548
"13013180501","Census Tract 1805.01","Barrow County","Georgia","B02001_003","estimate",878
"13013180502","Census Tract 1805.02","Barrow County","Georgia","B02001_001","estimate",4827
"13013180502","Census Tract 1805.02","Barrow County","Georgia","B02001_003","estimate",294
"13013180503","Census Tract 1805.03","Barrow County","Georgia","B02001_001","estimate",4960
"13013180503","Census Tract 1805.03","Barrow County","Georgia","B02001_003","estimate",711
"13015960101","Census Tract 9601.01","Bartow County","Georgia","B02001_001","estimate",1573
"13015960101","Census Tract 9601.01","Bartow County","Georgia","B02001_003","estimate",0
"13015960102","Census Tract 9601.02","Bartow County","Georgia","B02001_001","estimate",10073
"13015960102","Census Tract 9601.02","Bartow County","Georgia","B02001_003","estimate",452
"13015960200","Census Tract 9602","Bartow County","Georgia","B02001_001","estimate",11342
"13015960200","Census Tract 9602","Bartow County","Georgia","B02001_003","estimate",1247
"13015960300","Census Tract 9603","Bartow County","Georgia","B02001_001","estimate",6714
"13015960300","Census Tract 9603","Bartow County","Georgia","B02001_003","estimate",329
"13015960401","Census Tract 9604.01","Bartow County","Georgia","B02001_001","estimate",10043
"13015960401","Census Tract 9604.01","Bartow County","Georgia","B02001_003","estimate",1831
"13015960402","Census Tract 9604.02","Bartow County","Georgia","B02001_001","estimate",8758
"13015960402","Census Tract 9604.02","Bartow County","Georgia","B02001_003","estimate",1240
"13015960500","Census Tract 9605","Bartow County","Georgia","B02001_001","estimate",8056
"13015960500","Census Tract 9605","Bartow County","Georgia","B02001_003","estimate",1389
"13015960600","Census Tract 9606","Bartow County","Georgia","B02001_001","estimate",9131
"13015960600","Census Tract 9606","Bartow County","Georgia","B02001_003","estimate",1821
"13015960700","Census Tract 9607","Bartow County","Georgia","B02001_001","estimate",7657
"13015960700","Census Tract 9607","Bartow County","Georgia","B02001_003","estimate",1533
"13015960801","Census Tract 9608.01","Bartow County","Georgia","B02001_001","estimate",3327
"13015960801","Census Tract 9608.01","Bartow County","Georgia","B02001_003","estimate",168
"13015960802","Census Tract 9608.02","Bartow County","Georgia","B02001_001","estimate",2998
"13015960802","Census Tract 9608.02","Bartow County","Georgia","B02001_003","estimate",21
"13015960803","Census Tract 9608.03","Bartow County","Georgia","B02001_001","estimate",5417
"13015960803","Census Tract 9608.03","Bartow County","Georgia","B02001_003","estimate",101
"13015960901","Census Tract 9609.01","Bartow County","Georgia","B02001_001","estimate",3206
"13015960901","Census Tract 9609.01","Bartow County","Georgia","B02001_003","estimate",19
"13015960902","Census Tract 9609.02","Bartow County","Georgia","B02001_001","estimate",6351
"13015960902","Census Tract 9609.02","Bartow County","Georgia","B02001_003","estimate",601
"13015961000","Census Tract 9610","Bartow County","Georgia","B02001_001","estimate",7296
"13015961000","Census Tract 9610","Bartow County","Georgia","B02001_003","estimate",411
"13017960100","Census Tract 9601","Ben Hill County","Georgia","B02001_001","estimate",2574
"13017960100","Census Tract 9601","Ben Hill County","Georgia","B02001_003","estimate",352
"13017960200","Census Tract 9602","Ben Hill County","Georgia","B02001_001","estimate",1555
"13017960200","Census Tract 9602","Ben Hill County","Georgia","B02001_003","estimate",279
"13017960300","Census Tract 9603","Ben Hill County","Georgia","B02001_001","estimate",3563
"13017960300","Census Tract 9603","Ben Hill County","Georgia","B02001_003","estimate",1276
"13017960400","Census Tract 9604","Ben Hill County","Georgia","B02001_001","estimate",3812
"13017960400","Census Tract 9604","Ben Hill County","Georgia","B02001_003","estimate",1952
"13017960500","Census Tract 9605","Ben Hill County","Georgia","B02001_001","estimate",5901
"13017960500","Census Tract 9605","Ben Hill County","Georgia","B02001_003","estimate",2410
"13019970100","Census Tract 9701","Berrien County","Georgia","B02001_001","estimate",1871
"13019970100","Census Tract 9701","Berrien County","Georgia","B02001_003","estimate",459
"13019970200","Census Tract 9702","Berrien County","Georgia","B02001_001","estimate",3905
"13019970200","Census Tract 9702","Berrien County","Georgia","B02001_003","estimate",458
"13019970300","Census Tract 9703","Berrien County","Georgia","B02001_001","estimate",3181
"13019970300","Census Tract 9703","Berrien County","Georgia","B02001_003","estimate",93
"13019970400","Census Tract 9704","Berrien County","Georgia","B02001_001","estimate",2886
"13019970400","Census Tract 9704","Berrien County","Georgia","B02001_003","estimate",530
"13019970500","Census Tract 9705","Berrien County","Georgia","B02001_001","estimate",3484
"13019970500","Census Tract 9705","Berrien County","Georgia","B02001_003","estimate",289
"13019970600","Census Tract 9706","Berrien County","Georgia","B02001_001","estimate",3659
"13019970600","Census Tract 9706","Berrien County","Georgia","B02001_003","estimate",294
"13021010100","Census Tract 101","Bibb County","Georgia","B02001_001","estimate",1499
"13021010100","Census Tract 101","Bibb County","Georgia","B02001_003","estimate",1443
"13021010200","Census Tract 102","Bibb County","Georgia","B02001_001","estimate",2017
"13021010200","Census Tract 102","Bibb County","Georgia","B02001_003","estimate",732
"13021010300","Census Tract 103","Bibb County","Georgia","B02001_001","estimate",786
"13021010300","Census Tract 103","Bibb County","Georgia","B02001_003","estimate",734
"13021010400","Census Tract 104","Bibb County","Georgia","B02001_001","estimate",2180
"13021010400","Census Tract 104","Bibb County","Georgia","B02001_003","estimate",2002
"13021010500","Census Tract 105","Bibb County","Georgia","B02001_001","estimate",3598
"13021010500","Census Tract 105","Bibb County","Georgia","B02001_003","estimate",2045
"13021010800","Census Tract 108","Bibb County","Georgia","B02001_001","estimate",1475
"13021010800","Census Tract 108","Bibb County","Georgia","B02001_003","estimate",302
"13021011000","Census Tract 110","Bibb County","Georgia","B02001_001","estimate",4369
"13021011000","Census Tract 110","Bibb County","Georgia","B02001_003","estimate",2683
"13021011100","Census Tract 111","Bibb County","Georgia","B02001_001","estimate",1986
"13021011100","Census Tract 111","Bibb County","Georgia","B02001_003","estimate",1919
"13021011500","Census Tract 115","Bibb County","Georgia","B02001_001","estimate",1312
"13021011500","Census Tract 115","Bibb County","Georgia","B02001_003","estimate",1214
"13021011701","Census Tract 117.01","Bibb County","Georgia","B02001_001","estimate",2556
"13021011701","Census Tract 117.01","Bibb County","Georgia","B02001_003","estimate",2079
"13021011702","Census Tract 117.02","Bibb County","Georgia","B02001_001","estimate",4197
"13021011702","Census Tract 117.02","Bibb County","Georgia","B02001_003","estimate",3823
"13021011800","Census Tract 118","Bibb County","Georgia","B02001_001","estimate",3507
"13021011800","Census Tract 118","Bibb County","Georgia","B02001_003","estimate",1077
"13021011900","Census Tract 119","Bibb County","Georgia","B02001_001","estimate",1804
"13021011900","Census Tract 119","Bibb County","Georgia","B02001_003","estimate",897
"13021012000","Census Tract 120","Bibb County","Georgia","B02001_001","estimate",4459
"13021012000","Census Tract 120","Bibb County","Georgia","B02001_003","estimate",837
"13021012101","Census Tract 121.01","Bibb County","Georgia","B02001_001","estimate",2166
"13021012101","Census Tract 121.01","Bibb County","Georgia","B02001_003","estimate",646
"13021012102","Census Tract 121.02","Bibb County","Georgia","B02001_001","estimate",5098
"13021012102","Census Tract 121.02","Bibb County","Georgia","B02001_003","estimate",1448
"13021012200","Census Tract 122","Bibb County","Georgia","B02001_001","estimate",2461
"13021012200","Census Tract 122","Bibb County","Georgia","B02001_003","estimate",1718
"13021012300","Census Tract 123","Bibb County","Georgia","B02001_001","estimate",2659
"13021012300","Census Tract 123","Bibb County","Georgia","B02001_003","estimate",2271
"13021012400","Census Tract 124","Bibb County","Georgia","B02001_001","estimate",4658
"13021012400","Census Tract 124","Bibb County","Georgia","B02001_003","estimate",4389
"13021012500","Census Tract 125","Bibb County","Georgia","B02001_001","estimate",2925
"13021012500","Census Tract 125","Bibb County","Georgia","B02001_003","estimate",2600
"13021012600","Census Tract 126","Bibb County","Georgia","B02001_001","estimate",4483
"13021012600","Census Tract 126","Bibb County","Georgia","B02001_003","estimate",3909
"13021012700","Census Tract 127","Bibb County","Georgia","B02001_001","estimate",2168
"13021012700","Census Tract 127","Bibb County","Georgia","B02001_003","estimate",1883
"13021012800","Census Tract 128","Bibb County","Georgia","B02001_001","estimate",3637
"13021012800","Census Tract 128","Bibb County","Georgia","B02001_003","estimate",3114
"13021012900","Census Tract 129","Bibb County","Georgia","B02001_001","estimate",1716
"13021012900","Census Tract 129","Bibb County","Georgia","B02001_003","estimate",1152
"13021013101","Census Tract 131.01","Bibb County","Georgia","B02001_001","estimate",5180
"13021013101","Census Tract 131.01","Bibb County","Georgia","B02001_003","estimate",3597
"13021013102","Census Tract 131.02","Bibb County","Georgia","B02001_001","estimate",4162
"13021013102","Census Tract 131.02","Bibb County","Georgia","B02001_003","estimate",3779
"13021013201","Census Tract 132.01","Bibb County","Georgia","B02001_001","estimate",6135
"13021013201","Census Tract 132.01","Bibb County","Georgia","B02001_003","estimate",5138
"13021013202","Census Tract 132.02","Bibb County","Georgia","B02001_001","estimate",3091
"13021013202","Census Tract 132.02","Bibb County","Georgia","B02001_003","estimate",2424
"13021013302","Census Tract 133.02","Bibb County","Georgia","B02001_001","estimate",4267
"13021013302","Census Tract 133.02","Bibb County","Georgia","B02001_003","estimate",3169
"13021013407","Census Tract 134.07","Bibb County","Georgia","B02001_001","estimate",5651
"13021013407","Census Tract 134.07","Bibb County","Georgia","B02001_003","estimate",2245
"13021013408","Census Tract 134.08","Bibb County","Georgia","B02001_001","estimate",4268
"13021013408","Census Tract 134.08","Bibb County","Georgia","B02001_003","estimate",736
"13021013409","Census Tract 134.09","Bibb County","Georgia","B02001_001","estimate",4178
"13021013409","Census Tract 134.09","Bibb County","Georgia","B02001_003","estimate",1311
"13021013410","Census Tract 134.10","Bibb County","Georgia","B02001_001","estimate",5477
"13021013410","Census Tract 134.10","Bibb County","Georgia","B02001_003","estimate",747
"13021013411","Census Tract 134.11","Bibb County","Georgia","B02001_001","estimate",3996
"13021013411","Census Tract 134.11","Bibb County","Georgia","B02001_003","estimate",987
"13021013502","Census Tract 135.02","Bibb County","Georgia","B02001_001","estimate",1592
"13021013502","Census Tract 135.02","Bibb County","Georgia","B02001_003","estimate",206
"13021013503","Census Tract 135.03","Bibb County","Georgia","B02001_001","estimate",2489
"13021013503","Census Tract 135.03","Bibb County","Georgia","B02001_003","estimate",703
"13021013504","Census Tract 135.04","Bibb County","Georgia","B02001_001","estimate",8396
"13021013504","Census Tract 135.04","Bibb County","Georgia","B02001_003","estimate",1807
"13021013603","Census Tract 136.03","Bibb County","Georgia","B02001_001","estimate",4505
"13021013603","Census Tract 136.03","Bibb County","Georgia","B02001_003","estimate",1102
"13021013604","Census Tract 136.04","Bibb County","Georgia","B02001_001","estimate",5096
"13021013604","Census Tract 136.04","Bibb County","Georgia","B02001_003","estimate",1847
"13021013605","Census Tract 136.05","Bibb County","Georgia","B02001_001","estimate",4906
"13021013605","Census Tract 136.05","Bibb County","Georgia","B02001_003","estimate",1917
"13021013606","Census Tract 136.06","Bibb County","Georgia","B02001_001","estimate",6227
"13021013606","Census Tract 136.06","Bibb County","Georgia","B02001_003","estimate",1847
"13021013700","Census Tract 137","Bibb County","Georgia","B02001_001","estimate",2934
"13021013700","Census Tract 137","Bibb County","Georgia","B02001_003","estimate",1777
"13021013800","Census Tract 138","Bibb County","Georgia","B02001_001","estimate",2054
"13021013800","Census Tract 138","Bibb County","Georgia","B02001_003","estimate",1883
"13021013900","Census Tract 139","Bibb County","Georgia","B02001_001","estimate",1874
"13021013900","Census Tract 139","Bibb County","Georgia","B02001_003","estimate",953
"13023790100","Census Tract 7901","Bleckley County","Georgia","B02001_001","estimate",4642
"13023790100","Census Tract 7901","Bleckley County","Georgia","B02001_003","estimate",593
"13023790200","Census Tract 7902","Bleckley County","Georgia","B02001_001","estimate",2664
"13023790200","Census Tract 7902","Bleckley County","Georgia","B02001_003","estimate",1340
"13023790300","Census Tract 7903","Bleckley County","Georgia","B02001_001","estimate",5529
"13023790300","Census Tract 7903","Bleckley County","Georgia","B02001_003","estimate",1630
"13025960100","Census Tract 9601","Brantley County","Georgia","B02001_001","estimate",6938
"13025960100","Census Tract 9601","Brantley County","Georgia","B02001_003","estimate",44
"13025960200","Census Tract 9602","Brantley County","Georgia","B02001_001","estimate",6120
"13025960200","Census Tract 9602","Brantley County","Georgia","B02001_003","estimate",270
"13025960300","Census Tract 9603","Brantley County","Georgia","B02001_001","estimate",5345
"13025960300","Census Tract 9603","Brantley County","Georgia","B02001_003","estimate",212
"13027960200","Census Tract 9602","Brooks County","Georgia","B02001_001","estimate",1512
"13027960200","Census Tract 9602","Brooks County","Georgia","B02001_003","estimate",225
"13027960300","Census Tract 9603","Brooks County","Georgia","B02001_001","estimate",5590
"13027960300","Census Tract 9603","Brooks County","Georgia","B02001_003","estimate",1340
"13027960400","Census Tract 9604","Brooks County","Georgia","B02001_001","estimate",3373
"13027960400","Census Tract 9604","Brooks County","Georgia","B02001_003","estimate",1605
"13027960500","Census Tract 9605","Brooks County","Georgia","B02001_001","estimate",2840
"13027960500","Census Tract 9605","Brooks County","Georgia","B02001_003","estimate",1854
"13027960600","Census Tract 9606","Brooks County","Georgia","B02001_001","estimate",2330
"13027960600","Census Tract 9606","Brooks County","Georgia","B02001_003","estimate",587
"13029920101","Census Tract 9201.01","Bryan County","Georgia","B02001_001","estimate",5270
"13029920101","Census Tract 9201.01","Bryan County","Georgia","B02001_003","estimate",579
"13029920102","Census Tract 9201.02","Bryan County","Georgia","B02001_001","estimate",4929
"13029920102","Census Tract 9201.02","Bryan County","Georgia","B02001_003","estimate",1099
"13029920301","Census Tract 9203.01","Bryan County","Georgia","B02001_001","estimate",2012
"13029920301","Census Tract 9203.01","Bryan County","Georgia","B02001_003","estimate",245
"13029920303","Census Tract 9203.03","Bryan County","Georgia","B02001_001","estimate",6335
"13029920303","Census Tract 9203.03","Bryan County","Georgia","B02001_003","estimate",1436
"13029920305","Census Tract 9203.05","Bryan County","Georgia","B02001_001","estimate",4448
"13029920305","Census Tract 9203.05","Bryan County","Georgia","B02001_003","estimate",533
"13029920306","Census Tract 9203.06","Bryan County","Georgia","B02001_001","estimate",11110
"13029920306","Census Tract 9203.06","Bryan County","Georgia","B02001_003","estimate",1291
"13029980000","Census Tract 9800","Bryan County","Georgia","B02001_001","estimate",0
"13029980000","Census Tract 9800","Bryan County","Georgia","B02001_003","estimate",0
"13031110100","Census Tract 1101","Bulloch County","Georgia","B02001_001","estimate",3701
"13031110100","Census Tract 1101","Bulloch County","Georgia","B02001_003","estimate",1009
"13031110200","Census Tract 1102","Bulloch County","Georgia","B02001_001","estimate",8061
"13031110200","Census Tract 1102","Bulloch County","Georgia","B02001_003","estimate",3285
"13031110300","Census Tract 1103","Bulloch County","Georgia","B02001_001","estimate",7838
"13031110300","Census Tract 1103","Bulloch County","Georgia","B02001_003","estimate",1557
"13031110401","Census Tract 1104.01","Bulloch County","Georgia","B02001_001","estimate",3328
"13031110401","Census Tract 1104.01","Bulloch County","Georgia","B02001_003","estimate",1910
"13031110403","Census Tract 1104.03","Bulloch County","Georgia","B02001_001","estimate",7386
"13031110403","Census Tract 1104.03","Bulloch County","Georgia","B02001_003","estimate",2699
"13031110404","Census Tract 1104.04","Bulloch County","Georgia","B02001_001","estimate",7540
"13031110404","Census Tract 1104.04","Bulloch County","Georgia","B02001_003","estimate",3104
"13031110500","Census Tract 1105","Bulloch County","Georgia","B02001_001","estimate",4573
"13031110500","Census Tract 1105","Bulloch County","Georgia","B02001_003","estimate",786
"13031110601","Census Tract 1106.01","Bulloch County","Georgia","B02001_001","estimate",7001
"13031110601","Census Tract 1106.01","Bulloch County","Georgia","B02001_003","estimate",2348
"13031110602","Census Tract 1106.02","Bulloch County","Georgia","B02001_001","estimate",4092
"13031110602","Census Tract 1106.02","Bulloch County","Georgia","B02001_003","estimate",1465
"13031110700","Census Tract 1107","Bulloch County","Georgia","B02001_001","estimate",10147
"13031110700","Census Tract 1107","Bulloch County","Georgia","B02001_003","estimate",1181
"13031110800","Census Tract 1108","Bulloch County","Georgia","B02001_001","estimate",2493
"13031110800","Census Tract 1108","Bulloch County","Georgia","B02001_003","estimate",766
"13031110900","Census Tract 1109","Bulloch County","Georgia","B02001_001","estimate",6981
"13031110900","Census Tract 1109","Bulloch County","Georgia","B02001_003","estimate",752
"13033950100","Census Tract 9501","Burke County","Georgia","B02001_001","estimate",5331
"13033950100","Census Tract 9501","Burke County","Georgia","B02001_003","estimate",2050
"13033950200","Census Tract 9502","Burke County","Georgia","B02001_001","estimate",2519
"13033950200","Census Tract 9502","Burke County","Georgia","B02001_003","estimate",475
"13033950400","Census Tract 9504","Burke County","Georgia","B02001_001","estimate",4837
"13033950400","Census Tract 9504","Burke County","Georgia","B02001_003","estimate",3900
"13033950500","Census Tract 9505","Burke County","Georgia","B02001_001","estimate",5565
"13033950500","Census Tract 9505","Burke County","Georgia","B02001_003","estimate",2595
"13033950700","Census Tract 9507","Burke County","Georgia","B02001_001","estimate",2887
"13033950700","Census Tract 9507","Burke County","Georgia","B02001_003","estimate",1455
"13033950900","Census Tract 9509","Burke County","Georgia","B02001_001","estimate",1699
"13033950900","Census Tract 9509","Burke County","Georgia","B02001_003","estimate",763
"13035150100","Census Tract 1501","Butts County","Georgia","B02001_001","estimate",7943
"13035150100","Census Tract 1501","Butts County","Georgia","B02001_003","estimate",716
"13035150200","Census Tract 1502","Butts County","Georgia","B02001_001","estimate",7876
"13035150200","Census Tract 1502","Butts County","Georgia","B02001_003","estimate",3106
"13035150300","Census Tract 1503","Butts County","Georgia","B02001_001","estimate",7660
"13035150300","Census Tract 1503","Butts County","Georgia","B02001_003","estimate",2823
"13037950100","Census Tract 9501","Calhoun County","Georgia","B02001_001","estimate",3381
"13037950100","Census Tract 9501","Calhoun County","Georgia","B02001_003","estimate",1951
"13037950200","Census Tract 9502","Calhoun County","Georgia","B02001_001","estimate",3062
"13037950200","Census Tract 9502","Calhoun County","Georgia","B02001_003","estimate",1913
"13039010100","Census Tract 101","Camden County","Georgia","B02001_001","estimate",2636
"13039010100","Census Tract 101","Camden County","Georgia","B02001_003","estimate",487
"13039010200","Census Tract 102","Camden County","Georgia","B02001_001","estimate",5265
"13039010200","Census Tract 102","Camden County","Georgia","B02001_003","estimate",1388
"13039010301","Census Tract 103.01","Camden County","Georgia","B02001_001","estimate",8271
"13039010301","Census Tract 103.01","Camden County","Georgia","B02001_003","estimate",1630
"13039010302","Census Tract 103.02","Camden County","Georgia","B02001_001","estimate",4529
"13039010302","Census Tract 103.02","Camden County","Georgia","B02001_003","estimate",1230
"13039010401","Census Tract 104.01","Camden County","Georgia","B02001_001","estimate",11853
"13039010401","Census Tract 104.01","Camden County","Georgia","B02001_003","estimate",2137
"13039010402","Census Tract 104.02","Camden County","Georgia","B02001_001","estimate",5439
"13039010402","Census Tract 104.02","Camden County","Georgia","B02001_003","estimate",413
"13039010403","Census Tract 104.03","Camden County","Georgia","B02001_001","estimate",3916
"13039010403","Census Tract 104.03","Camden County","Georgia","B02001_003","estimate",562
"13039010500","Census Tract 105","Camden County","Georgia","B02001_001","estimate",3181
"13039010500","Census Tract 105","Camden County","Georgia","B02001_003","estimate",199
"13039010601","Census Tract 106.01","Camden County","Georgia","B02001_001","estimate",5877
"13039010601","Census Tract 106.01","Camden County","Georgia","B02001_003","estimate",1400
"13039010602","Census Tract 106.02","Camden County","Georgia","B02001_001","estimate",1125
"13039010602","Census Tract 106.02","Camden County","Georgia","B02001_003","estimate",50
"13039990000","Census Tract 9900","Camden County","Georgia","B02001_001","estimate",0
"13039990000","Census Tract 9900","Camden County","Georgia","B02001_003","estimate",0
"13043950100","Census Tract 9501","Candler County","Georgia","B02001_001","estimate",4747
"13043950100","Census Tract 9501","Candler County","Georgia","B02001_003","estimate",1642
"13043950200","Census Tract 9502","Candler County","Georgia","B02001_001","estimate",3843
"13043950200","Census Tract 9502","Candler County","Georgia","B02001_003","estimate",588
"13043950300","Census Tract 9503","Candler County","Georgia","B02001_001","estimate",2372
"13043950300","Census Tract 9503","Candler County","Georgia","B02001_003","estimate",401
"13045910101","Census Tract 9101.01","Carroll County","Georgia","B02001_001","estimate",6224
"13045910101","Census Tract 9101.01","Carroll County","Georgia","B02001_003","estimate",1838
"13045910103","Census Tract 9101.03","Carroll County","Georgia","B02001_001","estimate",4824
"13045910103","Census Tract 9101.03","Carroll County","Georgia","B02001_003","estimate",725
"13045910104","Census Tract 9101.04","Carroll County","Georgia","B02001_001","estimate",10068
"13045910104","Census Tract 9101.04","Carroll County","Georgia","B02001_003","estimate",2174
"13045910200","Census Tract 9102","Carroll County","Georgia","B02001_001","estimate",11669
"13045910200","Census Tract 9102","Carroll County","Georgia","B02001_003","estimate",1590
"13045910300","Census Tract 9103","Carroll County","Georgia","B02001_001","estimate",5978
"13045910300","Census Tract 9103","Carroll County","Georgia","B02001_003","estimate",752
"13045910400","Census Tract 9104","Carroll County","Georgia","B02001_001","estimate",3326
"13045910400","Census Tract 9104","Carroll County","Georgia","B02001_003","estimate",155
"13045910501","Census Tract 9105.01","Carroll County","Georgia","B02001_001","estimate",8615
"13045910501","Census Tract 9105.01","Carroll County","Georgia","B02001_003","estimate",3343
"13045910502","Census Tract 9105.02","Carroll County","Georgia","B02001_001","estimate",3339
"13045910502","Census Tract 9105.02","Carroll County","Georgia","B02001_003","estimate",1543
"13045910600","Census Tract 9106","Carroll County","Georgia","B02001_001","estimate",6391
